title,year,genre,rating,votes,plot,tags
"Monsters, Inc. Scream Arena",2002,"animation, action, comedy",6.5,56,"After getting enough laugh energy, the jesters at Monsters, Inc decided to do a dodge ball game to get their laughs on to produce more energy.","['singleplayer', 'multiplayer', 'exclusive']"
Last Duel: Inter Planet War 2012,1988,"action, sci-fi",6.5,9,Missing,"['multiplayer', 'fps', 'gore', 'violent', 'free to play', 'pvp', 'war', 'military', 'online pvp', 'mod', 'lan pvp']"
Juno First,1983,"action, sci-fi",6.5,16,Missing,['singleplayer']
Exerion,1983,"action, sci-fi",6.5,17,Missing,"['challenge', 'build', 'ship', 'shoot', 'fast']"
Major Havoc,1983,"action, sci-fi",6.5,14,"Major Havoc, a clone that was made by scientists, goes into outer space to fight and kill off the alien race that kidnapped humans from Earth.","['singleplayer',  'full controller support',   'great soundtrack', 'story rich', 'horror', 'funny', 'exploration', 'survival', 'comedy', 'anime', 'point & click', 'mystery', 'memes', 'visual novel', 'detective', 'dark humor', 'dark comedy']"
Thunder Blade,1987,action,6.5,26,"A shooter arcade game where the player controls the helicopter and flies to towards the enemies as the player has to shoot at the enemies with the machine gun and launch missiles at enemy tanks, ships, aircraft while dodging enemy fire.",['singleplayer']
Mario Party 9,2012,"adventure, family, fantasy",6.5,376,Mario and his friends are admiring the Mini Stars at night when suddenly Bowser and Bowser Jr. come to steal the Mini Stars. Now it's up to Mario and his friends to get them back by playing 80 mini-games.,"['exclusive',  'party']"
Unit 13,2012,action,6.5,40,Missing,['exclusive']
Bionic Commando,1987,"action, sci-fi",6.5,24,Missing,"['singleplayer', 'multiplayer',  'great soundtrack', 'third person', 'partial controller support', 'third-person shooter']"
Raving Rabbids: Alive & Kicking,2011,comedy,6.5,25,Missing,['exclusive']
4 Elements,2008,"adventure, fantasy",6.5,10,"After the destruction of the 4 elements of the earth, The doors between reality and fiction are crumbling, Can you save the ancient kingdom from certain doom.. Welcome player to 4 elements.","['singleplayer',  'fantasy', 'steam leaderboards', 'puzzles', 'hidden object', 'match 3']"
Kick the Buddy,2011,"action, adventure, comedy",6.5,18,"The perfect method of stress relief - upload a photo of your enemy of choice and spray him/her with bullets, bowling balls, scissors, and more.","['destroy', 'fire', 'steam', 'shoot', 'bomb']"
Conduit 2,2011,"action, adventure, family",6.5,18,Missing,"['first-person', 'exclusive']"
The Bureau: XCOM Declassified,2013,"action, adventure, mystery",6.5,287,"As a covert government unit begins investigating and concealing a series of mysterious alien attacks, Special Agent William Carter must lead his squad into a covert war, defending the human race and protecting the truth.","['singleplayer',  'full controller support', 'atmospheric',   'rpg', 'story rich', 'open world', 'third person', 'sci-fi', 'fps', 'tactical', 'third-person shooter', 'aliens', 'cold war']"
Top Gear Rally,1997,"action, sport",6.5,36,Missing,"['singleplayer', 'multiplayer']"
Monopoly: Streets,2010,game-show,6.5,21,Missing,"['city', 'friends', 'build']"
Hunted: The Demon's Forge,2011,fantasy,6.5,137,"The dark ages have become corrupted. Heinous creatures have emerged from underground. Townsfolk are disappearing. Upon the promise of their fortune in gold, two mercenaries have taken on ...                See full summary »","['singleplayer',  'rpg', 'co-op', 'third person', 'partial controller support', 'fantasy', 'female protagonist', 'hack and slash', 'dark fantasy']"
Space Race,1973,"action, sci-fi",6.5,18,Missing,"['alternate history', 'flight', 'multiple endings', 'space']"
Super Volleyball,1989,sport,6.5,17,Missing,"['singleplayer',   'violent', 'cute', 'memes', 'weird']"
Breakers,1996,action,6.5,6,Missing,"['monsters', 'fight']"
Corporation,1992,action,6.5,13,Missing,['singleplayer']
Culpa Innata,2007,adventure,6.5,10,Missing,"['singleplayer', 'rpg', 'sci-fi', 'female protagonist', 'point & click', 'cyberpunk']"
Knights of the Temple: Infernal Crusade,2004,action,6.5,25,Missing,"['singleplayer', 'multiplayer']"
The Elder Scrolls: Arena,1994,"action, adventure, fantasy",6.5,279,First-person action role-playing game in which the protagonist must rescue the Emperor Uriel Septim VII from his dimensional prison by recovering the eight pieces of the Staff of Chaos.,"['singleplayer',  'rpg', 'story rich', 'first-person', 'fantasy', 'classic', 'free to play', 'action rpg', 'retro', 'role-playing']"
Naughty Bear,2010,"action, adventure, crime",6.5,161,"Play as naughty bear, a reject toy living in a world of complete perfection. When the other bears have a party, naughty bear is not invited. Naughty Bear is a game all about being naughty and getting your revenge on 'them'.","['party', 'shoot']"
FIFA Soccer 95,1994,sport,6.5,71,"On this title from EA was explored a new generation of soccer games. With better graphics for the age and new game play features, the fun factor reached new levels and the game also, ...                See full summary »",['exclusive']
My Friend Peppa Pig,2021,family,6.5,16,Missing,"['singleplayer',  'full controller support', 'story rich', 'funny', 'sandbox', 'female protagonist', 'controller', 'family friendly', 'character customization', 'cute', 'colorful', ""beat 'em up"", 'story', 'character', 'city', 'cartoon', 'epic', 'top-down shooter', 'interactive fiction', 'fun', 'hero shooter', 'tv', 'addictive', 'beach', 'pig', 'museum', 'potato']"
Shadow Warrior 3,2022,"action, adventure, comedy",6.5,123,"Shadow Warrior 3 launches the offbeat first-person shooter series to the next level with a seamless blend of fast-paced gunplay, razor-sharp melee combat, and a spectacular free-running movement system.","['singleplayer',  'full controller support', 'atmospheric', 'first-person', 'fps', 'fantasy', 'funny', 'gore', 'dark', 'dark fantasy', 'cinematic', 'colorful', 'realistic', 'destruction', 'demons', 'dragons', 'beautiful', 'ninja', 'arena shooter']"
Serious Sam: Siberian Mayhem,2022,"action, adventure, comedy",6.5,36,"Join the fight against Notorious Mental on a journey through the wild lands of Russia, and find your way through this lost chapter of Sam Stone's adventures in this new stand-alone expansion to the world of the classic FPS series.","['singleplayer',  'multiplayer', 'full controller support', 'atmospheric', 'co-op', 'first-person', 'sci-fi', 'horror', 'fps', 'online co-op', 'fantasy', 'gore', 'difficult', 'violent', 'dark', 'combat', 'linear', 'demons', 'old school']"
DeathSmiles,2009,"action, adventure, fantasy",6.5,10,Missing,"['singleplayer',  'full controller support',   'great soundtrack', 'horror', 'steam leaderboards', 'female protagonist', 'split screen', 'anime', ""shoot 'em up"", 'destruction', 'bullet hell', 'gothic', 'shoot', 'defense', 'scratch']"
CR: Superman Returns,2010,action,6.5,35,Superman returns for his final journy,"['space', 'battle', 'character', 'city', 'friends', 'epic', 'hero', 'run']"
Cars Race-O-Rama,2009,"adventure, family, sport",6.5,141,Lightning McQueen helps out Doc Hudson when he opens up a racing academy in Radiator Springs in order to prepare his students for the Race-O-Rama competition. Lightning McQueen also ...                See full summary »,"['race', 'training']"
Deus Ex: Mankind Divided - System Rift,2016,"action, drama, mystery",6.5,6,Missing,"['singleplayer', 'full controller support', 'atmospheric', 'great soundtrack', 'rpg', 'story rich', 'open world', 'first-person', 'third person', 'sci-fi', 'fps', 'stealth', 'futuristic', 'cyberpunk', 'dystopian', 'illuminati', 'conspiracy', 'transhumanism']"
Plants vs. Zombies 3,2020,"action, adventure, comedy",6.5,15,"Protect your town (and brains) from Dr. Zomboss' latest plot in Plants vs. Zombies 3. PvZ3 brings even more action, more strategy, and way more tacos with the same tower-defense-style gameplay you know and love from other PvZ titles.","['multiplayer', 'survival', 'zombies', 'defense', 'plants']"
Spore Hero,2009,adventure,6.5,18,Save the world from destruction by a mysterious red meteor that crash lands on the planet by destroying red crystals and gaining power from blue crystals.,['exclusive']
Guitar Hero: Van Halen,2009,music,6.5,94,"Featuring 25 songs from Van Halen, and 19 songs from artists that have been influenced by the band, Guitar Hero: Van Halen allows players to imagine themselves as members of the legends of rock.","['music', 'rhythm']"
Math Blaster Episode I: In Search of Spot,1994,"adventure, family, sci-fi",6.5,14,"Blasternaut and his robotic friend Spot are about to embark on a journey across space, but they find that their ship's engine isn't working. Blasternaut beams Spot out for repairs, while he...                See full summary »",['singleplayer']
Mafia II: Jimmy's Vendetta,2010,"action, thriller",6.5,23,This add on continues on from The Betrayal of Jimmy as the mob enforcer looks to escape from prison after being betrayed by his employers and also looking to take down the Gravina crime ...                See full summary »,"['city', 'work', 'car']"
Iron Chef America: Supreme Cuisine,2008,reality-tv,6.5,24,Missing,"['battle', 'epic']"
Second Extinction,2020,"action, sci-fi",6.5,16,"The game's premise revolves around mutated dinosaurs taking over the Earth. A group of human survivors retreated to an orbital station, and eventually returned to Earth, launching a war ...                See full summary »","['singleplayer',  'multiplayer', 'co-op', 'fps', 'online co-op', 'gore', 'violent', 'early access', 'hack and slash', 'dinosaurs']"
Hot Wheels: Beat That!,2007,action,6.5,7,"Collect Hot wheels cars and race them against opponents and the clock with thrills, spills, loops and corkscrew.","['physics', 'battle', 'race', 'challenge', 'cars', 'speed', 'car', 'metal']"
60 Seconds!,2015,"action, adventure, comedy",6.5,20,"60 Seconds is a dark comedy atomic adventure of scavenge and survival, Collect supplies and rescue your family before the nuke hits, Stay alive in your fallout shelter, Make difficult decisions, ration food and water and survive.. Or not.","['singleplayer',  'atmospheric',   'partial controller support', 'horror', 'funny', 'difficult', 'survival', 'comedy', 'point & click', 'war', 'post-apocalyptic', 'choices matter', 'roguelike', 'dark humor', 'dark comedy']"
Tenchu: Shadow Assassins,2008,"action, adventure, drama",6.5,28,Missing,"['stealth', 'combat', 'ninja', 'fight', 'environment', 'art', 'japan', 'dash']"
Into the Dead,2012,"action, adventure, horror",6.5,14,"Into the Dead throws you into the gruesome world of the zombie apocalypse where there are no second chances, Just you and your guns and your dog and how fast you legs can run.. Welcome survivor to.. Into The Dead.","['friends', 'challenge', 'conversation', 'sound', 'apocalypse', 'run', 'metal']"
Noita,2020,"action, adventure, comedy",6.5,10,"Noita is a magical action roguelite set in a world where every pixel is physically simulated, Fight, explore, melt, burn, freeze and evaporate your way through the procedurally generated world using spells you've created yourself.","['singleplayer', 'full controller support', 'rpg', 'fantasy', 'difficult', 'action rpg', 'pixel graphics', 'action-adventure', 'physics', 'dark fantasy', 'roguelike', 'roguelite']"
Sonic Dreams Collection,2015,"action, adventure, fantasy",6.5,9,"Sonic Dreams Collection is a fan game, The game presents itself as a collection of four prototype Sonic the Hedgehog games and is a surreal perspective on the themes of personal identity within the Sonic fanbase.","['singleplayer', 'retro', 'weird']"
Bulb Boy,2015,"adventure, horror",6.5,8,"One gloomy night, Bulb Boy wakes suddenly from a frightening nightmare to discover that evil has overshadowed the Bulbhouse. His family has disappeared and there are horrid monsters lurking...                See full summary »","['singleplayer',  'atmospheric',  'horror', 'gore', 'dark', 'point & click', 'cute', 'surreal', 'dark humor', 'puzzles']"
Superman: The Man of Steel,2002,"action, adventure, sci-fi",6.5,64,"The son of Krypton,Kal-el,mostly know as Superman,must save Metropolis from an invasion.",['singleplayer']
Marvel Super Hero Squad,2009,"action, adventure",6.5,81,"When the Lethal Legion plot to create the Infinity Melder, a version of the Infinity Sword but smaller, the Super Hero Squad rises to the challenge.","['city', 'fight', 'hero', 'evil', 'doom']"
Eat Lead: The Return of Matt Hazard,2009,action,6.5,93,"Get ready for the return of the most popular video game hero... of the 1980s. Matt Hazard is staging his ""comeback"" against all his retro enemies in this hilarious parody of the last 25 years of video gaming!","['space', 'console', 'hero', 'parody', 'wizards']"
